soc_code,task_id,task_description,task_importance,importance_norm,automation_score,automation_level
11-3051,15516,"Develop or review budgets, annual plans, power contracts, power rates, standing operating procedures, power reviews, or engineering studies.",3.61,0.2661870503597121,0.2661870503597121,Low
11-3051,15477,Evaluate power production or demand trends to identify opportunities for improved operations.,3.6,0.2589928057553956,0.2589928057553956,Low
11-3051,15502,Develop or implement policy evaluation procedures for hydroelectric generation activities.,3.6,0.2589928057553956,0.2589928057553956,Low
11-3051,15476,"Inspect biomass gasification processes, equipment, and facilities for ways to maximize capacity and minimize operating costs.",3.58,0.24460431654676254,0.24460431654676262,Low
11-3051,41,Review plans and confer with research or support staff to develop new products or processes.,3.57,0.23741007194244582,0.23741007194244593,Low
11-3051,33,"Develop budgets or approve expenditures for supplies, materials, or human resources, ensuring that materials, labor, or equipment are used efficiently to meet production targets.",3.56,0.23021582733812943,0.23021582733812943,Low
11-3051,15408,Generate and maintain quality control operating budgets.,3.56,0.23021582733812943,0.23021582733812943,Low
11-3051,15457,Prepare and manage biofuels plant or unit budgets.,3.56,0.23021582733812943,0.23021582733812943,Low
11-3051,15459,"Conduct cost, material, and efficiency studies for biofuels production plants or operations.",3.56,0.23021582733812943,0.23021582733812943,Low
11-3051,15472,"Prepare reports on biomass plant operations, status, maintenance, and other information.",3.54,0.21582733812949634,0.21582733812949645,Low
11-3051,15419,"Instruct vendors or contractors on quality guidelines, testing procedures, or ways to eliminate deficiencies.",3.52,0.20143884892086322,0.20143884892086325,Low
11-3051,44,"Maintain current knowledge of the quality control field, relying on current literature pertaining to materials use, technological advances, or statistical studies.",3.47,0.1654676258992806,0.16546762589928057,Low
11-3051,43,"Coordinate or recommend procedures for facility or equipment maintenance or modification, including the replacement of machines.",3.44,0.1438848920863308,0.14388489208633068,Low
11-3051,15464,Manage parts and supply inventories for biomass plants.,3.4,0.11510791366906456,0.11510791366906449,Low
11-3051,15465,"Monitor and operate communications systems, such as mobile radios.",3.29,0.035971223021582614,0.03597122302158245,Low
11-3051,37,Initiate or coordinate inventory or cost control programs.,3.28,0.0287769784172659,0.02877697841726596,Low
11-3051,15426,Confer with marketing and sales departments to define client requirements and expectations.,3.27,0.021582733812949506,0.021582733812949468,Low
11-3051,15409,Evaluate new testing and sampling methodologies or technologies to determine usefulness.,3.27,0.021582733812949506,0.021582733812949468,Low
11-3051,15406,Review and approve quality plans submitted by contractors.,3.24,0.0,0.0,Low
11-3061,1027,"Develop and implement purchasing and contract management instructions, policies, and procedures.",4.56,1.0,1.0,High
11-3061,1021,"Locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales.",4.53,0.9791666666666671,0.9791666666666671,High
11-3061,1033,Prepare bid awards requiring board approval.,4.22,0.763888888888889,0.763888888888889,High
11-3061,1032,"Direct and coordinate activities of personnel engaged in buying, selling, and distributing materials, equipment, machinery, and supplies.",4.21,0.7569444444444446,0.7569444444444446,High
11-3061,1025,Review purchase order claims and contracts for conformance to company policy.,4.18,0.736111111111111,0.736111111111111,High
11-3061,1031,"Review, evaluate, and approve specifications for issuing and awarding bids.",4.18,0.736111111111111,0.736111111111111,High
11-3061,1035,Administer online purchasing systems.,4.13,0.701388888888889,0.7013888888888887,High
11-3061,1022,Prepare and process requisitions and purchase orders for supplies and equipment.,4.12,0.6944444444444446,0.6944444444444448,High
11-3061,1024,"Interview and hire staff, and oversee staff training.",4.11,0.6875000000000003,0.6875000000000004,High
11-3061,21039,Develop cost reduction strategies and savings plans.,4.11,0.6875000000000003,0.6875000000000004,High
11-3061,1023,Control purchasing department budgets.,4.11,0.6875000000000003,0.6875000000000004,High
11-3061,1029,Resolve vendor or contractor grievances and claims against suppliers.,4.06,0.6527777777777777,0.6527777777777778,Moderate
11-3061,1026,Analyze market and delivery systems to assess present and future material availability.,4.05,0.6458333333333334,0.6458333333333335,Moderate
11-3061,1028,"Participate in the development of specifications for equipment, products, or substitute materials.",4.0,0.6111111111111113,0.6111111111111112,Moderate
11-3061,1020,Maintain records of goods ordered and received.,4.0,0.6111111111111113,0.6111111111111112,Moderate
11-3061,1030,Represent companies in negotiating contracts and formulating policies with suppliers.,4.0,0.6111111111111113,0.6111111111111112,Moderate
11-3061,1034,Prepare reports regarding market conditions and merchandise costs.,3.24,0.08333333333333344,0.08333333333333355,Low
11-3061,1036,Arrange for disposal of surplus materials.,3.12,0.0,0.0,Low
11-3071,21340,"Supervise the activities of workers engaged in receiving, storing, testing, and shipping products or materials.",4.55,1.0,1.0,High
11-3071,21341,"Plan, develop, or implement warehouse safety and security programs and activities.",4.33,0.8294573643410855,0.8294573643410854,High
11-3071,21342,"Inspect physical conditions of warehouses, vehicle fleets, or equipment and order testing, maintenance, repairs, or replacements.",4.3,0.8062015503875969,0.806201550387597,High
11-3071,21343,"Plan, organize, or manage the work of subordinate staff to ensure that the work is accomplished in a manner consistent with organizational requirements.",4.29,0.798449612403101,0.7984496124031009,High
11-3071,20942,"Determine appropriate equipment and staffing levels to load, unload, move, or store materials.",4.24,0.7596899224806205,0.7596899224806206,High
11-3071,20943,"Manage activities related to strategic or tactical purchasing, material requirements planning, controlling inventory, warehousing, or receiving.",4.2,0.728682170542636,0.7286821705426362,High
11-3071,21344,"Collaborate with other departments to integrate logistics with business systems or processes, such as customer sales, order management, accounting, or shipping.",4.13,0.6744186046511629,0.6744186046511628,High
11-3071,15680,Select transportation routes to maximize economy by combining shipments or consolidating warehousing and distribution.,4.11,0.6589147286821709,0.6589147286821707,Moderate
11-3071,15695,"Define performance metrics for measurement, comparison, or evaluation of supply chain factors, such as product cost or quality.",4.1,0.6511627906976742,0.6511627906976741,Moderate
11-3071,20944,Implement new or improved supply chain processes to improve efficiency or performance.,4.1,0.6511627906976742,0.6511627906976741,Moderate
11-3071,15700,"Develop procedures for coordination of supply chain management with other functional areas, such as sales, marketing, finance, production, or quality assurance.",4.1,0.6511627906976742,0.6511627906976741,Moderate
11-3071,21345,Analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.,4.07,0.6279069767441864,0.6279069767441863,Moderate
11-3071,21346,"Resolve problems concerning transportation, logistics systems, imports or exports, or customer issues.",4.07,0.6279069767441864,0.6279069767441863,Moderate
11-3071,15694,Confer with supply chain planners to forecast demand or create supply plans that ensure availability of materials or products.,4.06,0.6201550387596898,0.6201550387596897,Moderate
11-3071,15696,"Analyze inventories to determine how to increase inventory turns, reduce waste, or optimize customer service.",4.06,0.6201550387596898,0.6201550387596897,Moderate
11-3071,21347,"Develop and document standard and emergency operating procedures for receiving, handling, storing, shipping, or salvaging products or materials.",4.05,0.6124031007751938,0.6124031007751938,Moderate
11-3071,21348,"Monitor operations to ensure that staff members comply with administrative policies and procedures, safety rules, union contracts, environmental policies, or government regulations.",4.05,0.6124031007751938,0.6124031007751938,Moderate
11-3071,15685,"Negotiate prices and terms with suppliers, vendors, or freight forwarders.",4.05,0.6124031007751938,0.6124031007751938,Moderate
11-3071,21349,"Analyze the financial impact of proposed logistics changes, such as routing, shipping modes, product volumes or mixes, or carriers.",4.0,0.5736434108527133,0.5736434108527133,Moderate
